t,x,Ts
1.6420525,0.02,1.263867
1.652065,0.02,1.256077
1.6620775,0.02,1.2484144
1.67209,0.02,1.2408736
1.6821027,0.02,1.2334492
1.6921152,0.02,1.226136
1.7021277,0.02,1.2189277
1.7121402,0.02,1.2118199
1.7221527,0.02,1.2048087
1.7321652,0.02,1.1978883
1.7421777,0.02,1.1910545
1.7521904,0.02,1.1843026
1.7622027,0.02,1.1776291
1.7722152,0.02,1.1710286
1.7822278,0.02,1.1644981
1.7922403,0.02,1.1580337
1.8022528,0.02,1.1516309
1.8122653,0.02,1.1452863
1.8222778,0.02,1.1389961
1.8322904,0.02,1.1327577
1.8423029,0.02,1.1265665
1.8523154,0.02,1.1204205
1.8623279,0.02,1.1143148
1.8723404,0.02,1.1082468
1.882353,0.02,1.1022139
1.8923655,0.02,1.0962124
1.902378,0.02,1.0902394
1.9123905,0.02,1.0842927
1.9224031,0.02,1.0783683
1.9324156,0.02,1.0724645
1.9424281,0.02,1.0665772
1.9524406,0.02,1.0607055
1.9624531,0.02,1.054845
1.9724656,0.02,1.0489943
1.9824781,0.02,1.0431515
1.9924908,0.02,1.0373118
2.0025032,0.02,1.0314748
2.0125158,0.02,1.0256368
2.0225282,0.02,1.0197968
2.0325408,0.02,1.0139521
2.0425532,0.02,1.0081003
2.0525658,0.02,1.0022402
2.0625782,0.02,0.99636817
2.0725908,0.02,0.9904829
2.0826032,0.02,0.984583
2.0926158,0.02,0.9786658
2.1026282,0.02,0.972731
2.1126409,0.02,0.9667756
2.1226532,0.02,0.9607982
2.1326659,0.02,0.9547981
2.1426783,0.02,0.948773
2.152691,0.02,0.9427225
2.1627035,0.02,0.93664455
2.1727161,0.02,0.93053913
2.1827285,0.02,0.92440397
2.1927412,0.02,0.9182409
2.2027535,0.02,0.9120469
2.2127662,0.02,0.90582263
2.2227786,0.02,0.89956766
2.2327912,0.02,0.89328146
2.2428036,0.02,0.8869656
2.2528162,0.02,0.88061863
2.2628286,0.02,0.8742429
2.2728412,0.02,0.8678377
2.2828536,0.02,0.8614053
2.2928662,0.02,0.8549456
2.3028786,0.02,0.8484611
2.3128912,0.02,0.8419543
2.3229036,0.02,0.8354261
2.3329163,0.02,0.82887954
2.3429286,0.02,0.82231724
2.3529413,0.02,0.81574225
2.3629537,0.02,0.80915767
2.3729663,0.02,0.80256814
2.3829787,0.02,0.795977
2.3929913,0.02,0.7893883
2.4030037,0.02,0.7828067
2.4130163,0.02,0.77623695
2.4230287,0.02,0.76968545
2.4330413,0.02,0.76315695
2.4430537,0.02,0.75665796
2.4530663,0.02,0.7501933
2.4630787,0.02,0.74377006
2.4730914,0.02,0.73739564
2.483104,0.02,0.7310758
2.4931166,0.02,0.724818
2.503129,0.02,0.71862996
2.5131416,0.02,0.7125181
2.523154,0.02,0.70649064
2.5331666,0.02,0.70055366
2.543179,0.02,0.6947154
2.5531917,0.02,0.688984
2.563204,0.02,0.68336564
2.5732167,0.02,0.67786753
2.583229,0.02,0.67249763
2.5932417,0.02,0.6672619
2.603254,0.02,0.6621665
2.6132667,0.02,0.6572187
2.623279,0.02,0.65242535
2.6332917,0.02,0.6477897
2.643304,0.02,0.643318
2.6533167,0.02,0.63901585
2.6633291,0.02,0.63488615
2.6733418,0.02,0.630933
2.6833541,0.02,0.6271605
2.6933668,0.02,0.6235706
2.7033792,0.02,0.6201665
2.7133918,0.02,0.616949
2.7234044,0.02,0.61391956
2.733417,0.02,0.6110792
2.7434294,0.02,0.60842866
2.753442,0.02,0.6059659
2.7634544,0.02,0.6036921
2.773467,0.02,0.60160464
2.7834795,0.02,0.5997015
2.793492,0.02,0.5979812
2.8035045,0.02,0.59644073
2.813517,0.02,0.59507775
2.8235295,0.02,0.59388775
2.833542,0.02,0.5928673
2.8435545,0.02,0.59201217
2.8535671,0.02,0.5913192
2.8635795,0.02,0.5907829
2.8735921,0.02,0.5903982
2.8836045,0.02,0.5901601
2.8936172,0.02,0.5900643
2.9036295,0.02,0.5901049
2.9136422,0.02,0.59027725
2.9236546,0.02,0.5905738
2.9336672,0.02,0.59099174
2.9436796,0.02,0.5915238
2.9536922,0.02,0.5921653
2.9637046,0.02,0.5929105
2.9737172,0.02,0.5937544
2.9837296,0.02,0.5946908
2.9937422,0.02,0.5957154
3.0037546,0.02,0.5968224
3.0137672,0.02,0.5980081
3.0237796,0.02,0.59926456
3.0337923,0.02,0.60059035
3.043805,0.02,0.601979
3.0538175,0.02,0.60342675
3.06383,0.02,0.6049293
3.0738425,0.02,0.6064825
3.083855,0.02,0.6080822
3.0938675,0.02,0.6097251
3.10388,0.02,0.6114074
3.1138926,0.02,0.6131266
3.123905,0.02,0.61487806
3.1339176,0.02,0.6166601
3.14393,0.02,0.61846757
3.1539426,0.02,0.62030166
3.163955,0.02,0.6221563
3.1739676,0.02,0.62403125
3.18398,0.02,0.6259224
3.1939926,0.02,0.6278296
3.204005,0.02,0.62974966
3.2140176,0.02,0.63168126
3.22403,0.02,0.63362277
3.2340426,0.02,0.6355715
3.244055,0.02,0.63752633
3.2540677,0.02,0.63948643
3.26408,0.02,0.6414494
3.2740927,0.02,0.643414
3.2841053,0.02,0.6453799
3.294118,0.02,0.64734405
3.3041303,0.02,0.649306
3.314143,0.02,0.65126383
3.3241553,0.02,0.65321654
3.334168,0.02,0.6551632
3.3441803,0.02,0.657102
3.354193,0.02,0.6590312
3.3642054,0.02,0.66094893
3.374218,0.02,0.662855
3.3842304,0.02,0.66474646
3.394243,0.02,0.66662264
3.4042554,0.02,0.6684814
3.414268,0.02,0.6703203
3.4242804,0.02,0.67213845
3.434293,0.02,0.673933
3.4443054,0.02,0.675703
3.454318,0.02,0.6774451
3.4643304,0.02,0.6791591
3.474343,0.02,0.6808403
3.4843554,0.02,0.6824888
3.494368,0.02,0.6841003
3.5043805,0.02,0.6856733
3.514393,0.02,0.687207
3.5244055,0.02,0.6886966
3.534418,0.02,0.6901409
3.5444305,0.02,0.6915395
3.5544431,0.02,0.69288766
3.5644555,0.02,0.69418544
3.5744681,0.02,0.69542986
3.5844805,0.02,0.6966201
3.5944932,0.02,0.6977553
3.6045058,0.02,0.69883364
3.6145184,0.02,0.6998557
3.6245308,0.02,0.7008198
3.6345434,0.02,0.7017286
3.6445558,0.02,0.70258087
3.6545684,0.02,0.7033806
3.6645808,0.02,0.70412624
3.6745934,0.02,0.70482373
3.6846058,0.02,0.7054757
3.6946185,0.02,0.70608604
3.7046309,0.02,0.7066589
3.7146435,0.02,0.7072013
3.7246559,0.02,0.7077201
3.7346685,0.02,0.7082215
3.744681,0.02,0.70871586
3.7546935,0.02,0.70921314
3.764706,0.02,0.70972687
3.7747185,0.02,0.71027124
3.784731,0.02,0.7108658
3.7947435,0.02,0.7115361
3.804756,0.02,0.7123137
3.8147686,0.02,0.7132443
3.824781,0.02,0.7143885
3.8347936,0.02,0.7158312
3.8448062,0.02,0.717692
3.8548188,0.02,0.7201393
3.8648312,0.02,0.7234057
3.8748438,0.02,0.7278143
3.8848562,0.02,0.7338079
3.8948689,0.02,0.7419922
3.9048812,0.02,0.7531881
3.9148939,0.02,0.7685203
3.9249063,0.02,0.7895266
3.9349189,0.02,0.81835824
3.9449313,0.02,0.8580672
3.954944,0.02,0.913128
3.9649563,0.02,0.9904495
3.974969,0.02,1.101628
3.9849813,0.02,1.2679061
3.994994,0.02,1.527359
4.005006,0.02,1.9168031
4.0150185,0.02,2.3747728
4.025031,0.02,2.7575178
4.0350432,0.02,3.0161507
4.045056,0.02,3.1845865
4.0550685,0.02,3.3003385
4.065081,0.02,3.3855567
4.0750933,0.02,3.4517078
4.0851064,0.02,3.504849
4.095119,0.02,3.5483809
4.1051316,0.02,3.5844457
4.115144,0.02,3.6144807
4.1251564,0.02,3.6395497
4.135169,0.02,3.6604793
4.1451817,0.02,3.6779327
4.155194,0.02,3.6924665
4.1652064,0.02,3.7045448
4.175219,0.02,3.7145655
4.1852317,0.02,3.7228572
4.195244,0.02,3.7297018
4.2052565,0.02,3.7353294
4.215269,0.02,3.7399147
4.2252817,0.02,3.7435765
4.235294,0.02,3.7463791
4.2453065,0.02,3.7483213
4.255319,0.02,3.7493286
4.2653317,0.02,3.7492604
4.275344,0.02,3.7478862
4.2853565,0.02,3.7449195
4.295369,0.02,3.7400248
4.305382,0.02,3.7328756
4.315394,0.02,3.7232516
4.325407,0.02,3.7111928
4.3354197,0.02,3.6971812
4.3454323,0.02,3.6823266
4.3554444,0.02,3.668374
4.365457,0.02,3.6573393
4.3754697,0.02,3.6506991
4.3854823,0.02,3.6484897
4.3954945,0.02,3.6489687
4.405507,0.02,3.6493728
4.4155197,0.02,3.6471891
4.4255323,0.02,3.6411653
4.4355445,0.02,3.6314785
4.445557,0.02,3.6192873
4.4555697,0.02,3.6061013
4.4655824,0.02,3.5933135
4.4755945,0.02,3.5819726
4.485607,0.02,3.5727367
4.49562,0.02,3.5659423
4.5056324,0.02,3.5616996
4.5156446,0.02,3.5599577
4.525657,0.02,3.5606048
4.53567,0.02,3.5634816
4.5456824,0.02,3.568418
4.5556946,0.02,3.5752568
4.565707,0.02,3.583846
4.57572,0.02,3.5940423
4.5857325,0.02,3.6057124
4.5957446,0.02,3.618727
4.605757,0.02,3.6329627
4.61577,0.02,3.648285
4.6257825,0.02,3.6645617
4.6357946,0.02,3.681644
4.6458073,0.02,3.6993775
4.65582,0.02,3.7175994
4.6658325,0.02,3.7361345
4.6758447,0.02,3.7547977
4.6858573,0.02,3.7734065
4.69587,0.02,3.7917778
4.7058825,0.02,3.809729
4.7158947,0.02,3.8270874
4.7259073,0.02,3.8436942
4.73592,0.02,3.8594072
4.7459326,0.02,3.8740969
4.7559447,0.02,3.8876543
4.7659574,0.02,3.8999894
4.77597,0.02,3.9110186
4.7859826,0.02,3.9206774
4.7959948,0.02,3.928893
4.8060074,0.02,3.9355958
4.81602,0.02,3.940688
4.8260326,0.02,3.944043
4.836045,0.02,3.9454665
4.8460574,0.02,3.9446793
4.85607,0.02,3.941266
4.8660827,0.02,3.9346433
4.876095,0.02,3.9240348
4.8861074,0.02,3.9085355
4.89612,0.02,3.8873696
4.9061327,0.02,3.8605018
4.916145,0.02,3.8295953
4.9261575,0.02,3.7988083
4.93617,0.02,3.7743375
4.9461827,0.02,3.7620745
4.956195,0.02,3.7644515
4.9662075,0.02,3.7781258
4.97622,0.02,3.7924006
4.9862328,0.02,3.7884188
4.996245,0.02,3.743433
5.0062575,0.02,3.6438708
5.01627,0.02,3.4965506
5.026283,0.02,3.3237908
5.036295,0.02,3.1486256
5.0463076,0.02,2.9859557
5.05632,0.02,2.8423743
5.066333,0.02,2.719014
5.076345,0.02,2.6141372
5.0863576,0.02,2.5248048
5.09637,0.02,2.4479082
5.106383,0.02,2.3806767
5.116395,0.02,2.320844
5.1264076,0.02,2.2666743
5.1364202,0.02,2.2169018
5.146433,0.02,2.170617
5.156445,0.02,2.1271887
5.1664577,0.02,2.0861688
5.1764703,0.02,2.0472503
5.186483,0.02,2.010223
5.196495,0.02,1.9749246
5.206508,0.02,1.9412386
5.216521,0.02,1.9090712
5.2265334,0.02,1.8783444
5.2365456,0.02,1.8489889
5.246558,0.02,1.8209375
5.256571,0.02,1.7941287
5.2665834,0.02,1.7685072
5.2765956,0.02,1.7440156
5.286608,0.02,1.7205964
5.296621,0.02,1.6981986
5.3066335,0.02,1.6767718
5.3166456,0.02,1.6562622
5.3266582,0.02,1.636624
5.336671,0.02,1.6178141
5.3466835,0.02,1.5997869
5.3566957,0.02,1.5825018
5.3667083,0.02,1.5659175
5.376721,0.02,1.5499985
5.3867335,0.02,1.5347092
5.3967457,0.02,1.5200155
5.4067583,0.02,1.5058883
5.416771,0.02,1.4922966
5.4267836,0.02,1.4792123
5.4367957,0.02,1.4666106
5.446809,0.02,1.4544643
5.4568214,0.02,1.4427526
5.466834,0.02,1.431452
5.476846,0.02,1.4205451
5.486859,0.02,1.4100087
5.4968715,0.02,1.3998268
5.506884,0.02,1.38998
5.5168962,0.02,1.3804567
5.526909,0.02,1.3712348
5.5369215,0.02,1.3623047
5.546934,0.02,1.3536507
5.5569463,0.02,1.34526
5.566959,0.02,1.3371209
5.5769715,0.02,1.3292178
5.586984,0.02,1.3215437
5.5969963,0.02,1.3140856
5.607009,0.02,1.3068334
5.6170216,0.02,1.2997763
5.627034,0.02,1.2929044
5.6370463,0.02,1.28621
5.647059,0.02,1.2796814
5.6570716,0.02,1.2733114
5.667084,0.02,1.2670901
5.6770964,0.02,1.2610106
5.687109,0.02,1.2550607
5.6971216,0.02,1.2492366
5.7071342,0.02,1.2435267
5.7171464,0.02,1.237924
5.727159,0.02,1.2324204
5.7371716,0.02,1.2270079
5.7471843,0.02,1.2216775
5.7571964,0.02,1.2164221
5.767209,0.02,1.2112329
5.7772217,0.02,1.2061007
5.7872343,0.02,1.2010192
5.7972465,0.02,1.1959798
5.807259,0.02,1.1909722
5.8172717,0.02,1.1859887
5.8272843,0.02,1.1810215
5.8372965,0.02,1.1760602
5.847309,0.02,1.1710963
5.8573217,0.02,1.1661216
5.8673344,0.02,1.1611266
5.8773465,0.02,1.1561018
5.887359,0.02,1.1510384
5.897372,0.02,1.1459268
5.9073844,0.02,1.1407548
5.9173965,0.02,1.1355168
5.927409,0.02,1.1302005
5.937422,0.02,1.1247971
5.9474344,0.02,1.119296
5.9574466,0.02,1.1136886
5.967459,0.02,1.1079644
5.977472,0.02,1.1021125
5.9874845,0.02,1.0961249
5.9974966,0.02,1.0899928
6.007509,0.02,1.0837034
6.017522,0.02,1.0772517
6.0275345,0.02,1.0706252
6.0375466,0.02,1.0638181
6.0475593,0.02,1.0568193
6.057572,0.02,1.049625
6.0675845,0.02,1.0422248
6.0775967,0.02,1.0346127
6.0876093,0.02,1.0267822
6.097622,0.02,1.018731
6.1076345,0.02,1.0104514
6.1176467,0.02,1.0019416
6.1276593,0.02,0.99319863
6.137672,0.02,0.98422235
6.1476846,0.02,0.975009
6.1576967,0.02,0.9655633
6.1677094,0.02,0.9558864
6.177722,0.02,0.9459804
6.1877346,0.02,0.9358524
6.1977468,0.02,0.925508
6.2077594,0.02,0.91495574
6.217772,0.02,0.9042046
6.2277846,0.02,0.893268
6.237797,0.02,0.8821557
6.24781,0.02,0.8708843
6.2578225,0.02,0.8594697
6.267835,0.02,0.8479285
6.2778473,0.02,0.8362803
6.28786,0.02,0.8245459
6.2978725,0.02,0.8127455
6.307885,0.02,0.80090165
6.3178973,0.02,0.78903836
6.32791,0.02,0.777178
6.3379226,0.02,0.76534665
6.347935,0.02,0.75356996
6.3579473,0.02,0.7418722
6.36796,0.02,0.7302776
6.3779726,0.02,0.7188115
6.387985,0.02,0.7075002
6.3979974,0.02,0.696363
6.40801,0.02,0.68542635
6.4180226,0.02,0.6747097
6.4280353,0.02,0.6642343
6.4380474,0.02,0.6540207
6.44806,0.02,0.64408535
6.4580727,0.02,0.63444483
6.4680853,0.02,0.6251125
6.4780974,0.02,0.61610585
6.48811,0.02,0.60743195
6.4981227,0.02,0.5991016
6.5081353,0.02,0.5911246
6.5181475,0.02,0.583507
6.52816,0.02,0.5762526
6.5381727,0.02,0.56936705
6.5481853,0.02,0.56284964
6.5581975,0.02,0.5567038
6.56821,0.02,0.55092824
6.5782228,0.02,0.5455202
6.5882354,0.02,0.54047924
6.5982475,0.02,0.53579926
6.60826,0.02,0.5314762
6.618273,0.02,0.527506
6.6282854,0.02,0.52388024
6.6382976,0.02,0.5205926
6.6483107,0.02,0.5176351
6.6583233,0.02,0.5149992
6.668336,0.02,0.5126771
6.678348,0.02,0.510659
6.6883607,0.02,0.5089367
6.6983733,0.02,0.50749815
6.708386,0.02,0.50633377
6.718398,0.02,0.50543404
6.7284107,0.02,0.50478876
6.7384233,0.02,0.50438577
6.748436,0.02,0.5042158
6.758448,0.02,0.5042685
6.7684608,0.02,0.5045323
6.7784734,0.02,0.5049975
6.788486,0.02,0.50565284
6.798498,0.02,0.5064891
6.808511,0.02,0.5074957
6.8185234,0.02,0.5086623
6.828536,0.02,0.50997967
6.838548,0.02,0.51143926
6.848561,0.02,0.51303065
6.8585734,0.02,0.51474476
6.868586,0.02,0.5165752
6.878598,0.02,0.5185121
6.888611,0.02,0.5205473
6.8986235,0.02,0.5226749
6.908636,0.02,0.52488697
6.9186482,0.02,0.5271754
6.928661,0.02,0.5295353
6.9386735,0.02,0.5319604
6.948686,0.02,0.5344432
6.9586983,0.02,0.5369803
6.968711,0.02,0.53956455
6.9787235,0.02,0.542193
6.988736,0.02,0.5448591
6.9987483,0.02,0.5475583
7.008761,0.02,0.5502884
7.0187736,0.02,0.5530447
7.028786,0.02,0.5558208
7.0387983,0.02,0.5586174
7.048811,0.02,0.5614278
7.0588236,0.02,0.56425077
7.068836,0.02,0.5670822
7.0788484,0.02,0.56991947
7.088861,0.02,0.5727595
7.0988736,0.02,0.5756004
7.1088862,0.02,0.57843864
7.1188984,0.02,0.58127326
7.128911,0.02,0.58410007
7.1389236,0.02,0.5869182
7.1489363,0.02,0.58972466
7.1589484,0.02,0.59251773
7.168961,0.02,0.5952945
7.1789737,0.02,0.5980546
7.1889863,0.02,0.6007934
7.1989985,0.02,0.60351217
7.209011,0.02,0.60620576
7.2190237,0.02,0.6088748
7.2290363,0.02,0.6115169
7.2390485,0.02,0.6141294
7.249061,0.02,0.61671156
7.2590737,0.02,0.61926204
7.2690864,0.02,0.6217777
7.2790985,0.02,0.6242591
7.289111,0.02,0.62670326
7.299124,0.02,0.6291103
7.3091364,0.02,0.63147706
7.3191485,0.02,0.63380295
7.329161,0.02,0.6360886
7.339174,0.02,0.6383303
7.3491864,0.02,0.6405283
7.3591986,0.02,0.6426821
7.3692117,0.02,0.64478993
7.3792243,0.02,0.6468514
7.389237,0.02,0.6488669
7.399249,0.02,0.6508341
7.4092617,0.02,0.65275264
7.4192743,0.02,0.6546228
7.429287,0.02,0.65644485
7.439299,0.02,0.6582173
7.4493117,0.02,0.65994084
7.4593244,0.02,0.66161454
7.469337,0.02,0.6632396
7.479349,0.02,0.66481465
7.489362,0.02,0.6663403
7.4993744,0.02,0.6678171
7.509387,0.02,0.6692455
7.519399,0.02,0.6706246
7.529412,0.02,0.6719559
7.5394244,0.02,0.6732393
7.549437,0.02,0.6744753
7.559449,0.02,0.6756652
7.569462,0.02,0.6768081
7.5794744,0.02,0.677907
7.589487,0.02,0.67895967
7.599499,0.02,0.6799684
7.609512,0.02,0.68093413
7.6195245,0.02,0.68185693
7.629537,0.02,0.6827377
7.6395493,0.02,0.68357813
7.649562,0.02,0.6843775
7.6595745,0.02,0.68513787
7.669587,0.02,0.68585956
7.6795993,0.02,0.6865442
7.689612,0.02,0.6871918
7.6996245,0.02,0.68780357
7.709637,0.02,0.68838054
7.7196493,0.02,0.6889234
7.729662,0.02,0.68943316
7.7396746,0.02,0.68991095
7.749687,0.02,0.6903576
7.7596993,0.02,0.69077337
7.769712,0.02,0.6911604
7.7797246,0.02,0.69151795
7.789737,0.02,0.6918492
7.7997494,0.02,0.6921524
7.809762,0.02,0.69243026
7.8197746,0.02,0.69268346
7.8297873,0.02,0.6929118
7.8397994,0.02,0.6931169
7.8498125,0.02,0.69329995
7.859825,0.02,0.69346106
7.8698378,0.02,0.69360155
7.87985,0.02,0.6937211
7.8898625,0.02,0.6938218
7.899875,0.02,0.69390386
7.909888,0.02,0.69396806
7.9199,0.02,0.69401497
7.9299126,0.02,0.6940451
7.939925,0.02,0.69405997
7.949938,0.02,0.6940593
7.95995,0.02,0.69404423
7.9699626,0.02,0.6940153
7.979975,0.02,0.693973
7.989988,0.02,0.6939181
8.0,0.02,0.69385105
0.0,0.04,1.4074006
0.010012516,0.04,2.5166001
0.020025032,0.04,3.8094223
0.030037548,0.04,4.221056
0.040050063,0.04,4.0154057
0.05006258,0.04,3.7533612
0.060075097,0.04,3.5748227
0.07008761,0.04,3.4339678
0.08010013,0.04,3.3242378
0.09011264,0.04,3.2753015
0.10012516,0.04,3.2892616
0.11013767,0.04,3.3406122
0.12015019,0.04,3.4039829
0.1301627,0.04,3.4658754
0.14017522,0.04,3.520595
0.15018773,0.04,3.5644212
0.16020025,0.04,3.5901678
0.17021278,0.04,3.5936658
0.18022528,0.04,3.5809746
0.1902378,0.04,3.5614805
0.20025031,0.04,3.5415962
0.21026284,0.04,3.5243337
0.22027534,0.04,3.510777
0.23028786,0.04,3.5012145
0.24030039,0.04,3.4956548
0.2503129,0.04,3.4939635
0.26032543,0.04,3.4958692
0.27033794,0.04,3.5009658
0.28035045,0.04,3.508741
0.29036295,0.04,3.5186431
0.3003755,0.04,3.5301332
0.310388,0.04,3.5427363
0.3204005,0.04,3.5560656
0.330413,0.04,3.56982
0.34042555,0.04,3.5837796
0.35043806,0.04,3.5977945
0.36045057,0.04,3.6117527
0.37046307,0.04,3.6255822
0.3804756,0.04,3.6392217
0.39048812,0.04,3.6526163
0.40050063,0.04,3.6657076
0.41051313,0.04,3.6784315
0.42052567,0.04,3.6907105
0.43053818,0.04,3.7024598
0.44055068,0.04,3.7135794
0.4505632,0.04,3.7239666
0.46057573,0.04,3.7335098
0.47058824,0.04,3.742103
0.48060077,0.04,3.7496479
0.49061328,0.04,3.7560577
0.5006258,0.04,3.7612762
0.5106383,0.04,3.7652757
0.52065086,0.04,3.7680643
0.5306634,0.04,3.7697012
0.5406759,0.04,3.7702956
0.5506884,0.04,3.7700062
0.5607009,0.04,3.7690444
0.5707134,0.04,3.7676692
0.5807259,0.04,3.7661707
0.5907384,0.04,3.7648566
0.600751,0.04,3.7640314
0.6107635,0.04,3.7639713
0.620776,0.04,3.7648938
0.6307885,0.04,3.7669406
0.640801,0.04,3.7701507
0.6508135,0.04,3.77446
0.660826,0.04,3.7796862
0.67083853,0.04,3.785537
0.6808511,0.04,3.7916045
0.6908636,0.04,3.7973597
0.7008761,0.04,3.8021617
0.7108886,0.04,3.8052557
0.72090113,0.04,3.8058124
0.73091364,0.04,3.8030064
0.74092615,0.04,3.7961502
0.75093865,0.04,3.7848756
0.7609512,0.04,3.7693195
0.7709637,0.04,3.7501972
0.78097624,0.04,3.7287486
0.79098874,0.04,3.7064972
0.80100125,0.04,3.6849215
0.81101376,0.04,3.6651971
0.82102627,0.04,3.6480467
0.8310388,0.04,3.6337566
0.84105134,0.04,3.6222599
0.85106385,0.04,3.613259
0.86107635,0.04,3.6063335
0.87108886,0.04,3.6009924
0.88110137,0.04,3.596712
0.8911139,0.04,3.592925
0.9011264,0.04,3.5889933
0.9111389,0.04,3.5841656
0.92115146,0.04,3.5775468
0.93116397,0.04,3.568086
0.9411765,0.04,3.5546048
0.951189,0.04,3.5358274
0.96120155,0.04,3.51038
