t,x,tf,ts
0.29675624,0.318,1.0006884,1.0001216
0.3042344,0.983,1.000003,0.9998021
0.69867814,0.7,1.176012,1.0976907
0.006975,0.768,1.0000484,0.99961066
0.9119656,0.374,2.7893717,2.417041
0.734525,0.666,1.3024448,1.1776742
0.09321562,0.345,1.0005013,1.0003335
0.53171873,0.431,1.397332,1.2047731
0.14410312,0.19,0.9998266,1.0000947
0.45708126,0.688,1.0009631,1.0004143
0.56865937,0.893,1.0014899,1.0005238
0.9042063,0.206,3.4001138,3.0114043
0.2602875,0.045,1.6934528,1.0469629
0.91055626,0.588,1.9527394,1.6784385
0.58045936,0.879,1.0026716,1.0010707
0.25195,0.495,1.000021,0.99986386
0.77905,0.903,1.0645394,1.036896
0.38664374,0.693,0.99996525,1.0000182
0.87009686,0.646,1.6613207,1.4437861
0.052496877,0.77,0.999922,0.9997716
0.023896875,0.262,1.0003619,1.0008037
0.95607185,0.567,2.1385806,1.8420498
0.68219376,0.386,2.1408815,1.7584229
0.30955625,0.546,1.0000551,0.99989915
0.46715313,0.279,1.8409224,1.4150121
0.4945906,0.971,0.9999668,0.99997115
0.22500312,0.913,0.9998289,0.9999521
0.03591875,0.811,1.0001274,0.99981904
0.48319688,0.196,2.5213516,1.8269907
0.6902437,0.695,1.1701373,1.0938253
0.44315624,0.02,3.8332794,2.3014686
0.3841,0.708,0.9999791,0.99999094
0.44604063,0.139,2.8239243,1.9113383
0.12538438,0.589,0.99978334,0.9996531
0.74691874,0.103,3.609595,3.0392518
0.26675624,0.447,1.000138,1.0000591
0.41478124,0.298,1.4227276,1.175057
0.7092094,0.138,3.4236329,2.8469617
0.6320094,0.392,1.9398673,1.5857754
0.1558,0.01,1.000681,1.0006084
0.71251565,0.504,1.7249138,1.4603907
0.09795625,0.945,1.0000795,1.0000603
0.11436875,0.223,1.0002835,1.0002868
0.31944376,0.983,0.999981,0.9998033
0.47967812,0.585,1.0237002,1.0105164
0.89074063,0.713,1.5181781,1.340934
0.6482281,0.286,2.5481474,2.056475
0.34482813,0.663,1.0000544,0.99990475
0.94904375,0.381,2.834746,2.4736884
0.10993125,0.32,1.0005839,1.0003581
0.8248625,0.017,3.9454272,3.3167107
0.94948125,0.869,1.2959169,1.1959541
0.546725,0.948,1.0001698,1.0000329
0.7048,0.698,1.1888413,1.1056262
0.22241563,0.005,1.0099946,0.9945046
0.16214688,0.379,1.0005167,1.0001929
0.79780936,0.771,1.2217634,1.1308475
0.27048126,0.949,0.9999631,0.9998517
0.66192186,0.372,2.1423922,1.7493167
0.87855935,0.125,3.6362457,3.209389
0.88411564,0.499,2.221955,1.8964756
0.30265313,0.238,1.0284553,1.0074598
0.15735,0.591,0.9998401,0.999671
0.23801562,0.281,1.0003327,1.0003872
0.82769686,0.41,2.4483073,2.074061
0.16788438,0.301,1.0003414,1.0003405
0.6796687,0.9,1.0176318,1.0087651
0.66630936,0.251,2.7873986,2.2676969
0.55574685,0.855,1.0020144,1.0006692
0.031365626,0.416,0.9998546,1.000109
0.9491,0.969,1.1772627,1.1299098
0.10648125,0.952,1.0000411,1.0000634
0.46907812,0.25,2.0485973,1.5306553
0.6698125,0.427,1.907968,1.5789503
0.9013375,0.717,1.5302101,1.3510005
0.74015,0.84,1.076431,1.0411674
0.22305937,0.232,1.0002241,1.0002797
0.39756563,0.062,3.38045,1.9649773
0.1452,0.496,1.0001585,0.9997952
0.297875,0.627,0.99991626,0.99970555
0.7816188,0.334,2.6717641,2.2505677
0.3408125,0.64,1.000063,0.99991405
0.102390625,0.09,0.99963397,0.99993825
0.108625,0.754,0.9997464,0.9998348
0.85420626,0.612,1.7305024,1.4935081
0.38711563,0.635,0.99993294,1.0001312
0.29645938,0.951,0.99998826,0.99981546
0.16205625,0.949,0.9998514,1.0000429
0.39565313,0.828,0.99987286,0.999897
0.40058124,0.301,1.326605,1.1285868
0.171225,0.344,1.0004578,1.0002966
0.22836563,0.282,1.0002601,1.0003972
0.81301564,0.163,3.4476624,2.9854863
0.49112812,0.95,1.0000188,0.99993455
0.47385937,0.28,1.8713988,1.4377075
0.3158219,0.39,1.0004715,1.0001436
0.58980936,0.364,1.9209054,1.5511479
0.123315625,0.565,0.999837,0.9996643
0.87333125,0.542,2.0276735,1.7316843
0.51624376,0.612,1.0372275,1.0173681
0.067865625,0.639,0.99958676,0.99959135
0.45482188,0.946,0.9998451,0.9999639
0.480125,0.791,1.0003595,0.9998486
0.7423375,0.417,2.1827772,1.817888
0.6534375,0.933,1.0066168,1.0034221
0.8969531,0.668,1.6575773,1.4449112
0.36150625,0.029,3.661851,1.8336723
0.68282187,0.772,1.0769769,1.0403621
0.24235937,0.536,0.9999382,0.999743
0.7216719,0.832,1.067203,1.035557
0.3302844,0.812,0.9999327,0.99979866
0.43728438,0.381,1.2103548,1.0903381
0.7785,0.095,3.6644773,3.120465
0.91590625,0.11,3.7045522,3.2980738
0.57039374,0.385,1.7397012,1.4223449
0.11818125,0.368,1.0005357,1.0002267
0.15195,0.613,0.99977833,0.99967194
0.2038375,0.458,1.0002337,0.99995303
0.006190625,0.528,0.999448,0.9995413
0.24265938,0.481,1.0000626,0.99990225
0.22856562,0.248,1.000265,1.0003285
0.41698125,0.829,0.9998879,0.99987936
0.08230625,0.872,1.0000668,0.9999974
0.79638124,0.016,3.9456284,3.275453
0.6008437,0.803,1.0142528,1.006752
0.03535625,0.923,1.0004431,1.0000122
0.26955312,0.007,3.7094586,1.1564208
0.5889469,0.935,1.0010115,1.0005554
0.94184065,0.943,1.1890825,1.1327262
0.41260624,0.256,1.6559005,1.2745801
0.32603437,0.927,0.9999469,0.999812
0.24877812,0.286,1.0003906,1.0003614
0.2745,0.016,3.5027554,1.1900702
0.58465314,0.71,1.0365292,1.0180634
0.6987187,0.058,3.757509,3.048264
0.8776906,0.63,1.7297068,1.4967797
0.39635313,0.852,0.9998396,0.99989593
0.5345156,0.199,2.7019699,2.0342376
0.113890626,0.096,0.999595,0.9999838
0.20724687,0.321,1.000238,1.0003853
0.7149125,0.723,1.1676952,1.0934802
0.7131094,0.981,1.012969,1.0081346
0.7074906,0.392,2.1927316,1.8107865
0.5959844,0.843,1.0071659,1.003193
0.7468031,0.915,1.0395727,1.0220354
0.13539375,0.102,0.99963385,1.0000532
0.8837562,0.925,1.139778,1.0912279
0.24771562,0.627,0.99977154,0.9996543
0.8973125,0.699,1.5697126,1.3794305
0.596575,0.007,3.9628882,2.8680112
0.7616094,0.861,1.0788977,1.0433946
0.26402813,0.696,0.9997595,0.9996903
0.8199844,0.363,2.6341863,2.2357702
0.9523906,0.884,1.276626,1.1847106
0.73768437,0.431,2.1058476,1.7548696
0.9394031,0.83,1.3484417,1.2281559
0.9441625,0.857,1.3076617,1.2023185
0.6187062,0.892,1.0057534,1.0026146
0.20225,0.625,0.99975806,0.9996791
0.055825,0.886,1.0002432,0.9999888
0.24576876,0.628,0.99976784,0.9996555
0.60727185,0.25,2.6233306,2.0761564
0.03181875,0.075,1.0000558,0.99963784
0.15582187,0.361,1.0005395,1.0002418
0.7082281,0.437,1.9881984,1.6529342
0.58449376,0.526,1.2786448,1.1477396
0.6236219,0.97,1.0014144,1.0011063
0.7959344,0.531,1.8629246,1.5831218
0.6004375,0.173,3.054456,2.3977363
0.80602187,0.131,3.5571692,3.0722961
0.083221875,0.978,1.000179,1.0000658
0.5127406,0.855,1.0006293,0.99990535
0.15208125,0.591,0.9998341,0.99966836
0.06951875,0.56,0.9995988,0.99961495
0.020328125,0.935,1.0005624,1.000011
0.03880625,0.977,1.0004705,1.0000596
0.6475594,0.001,3.996217,2.9984381
0.92885,0.131,3.6534162,3.2662408
0.334725,0.152,1.8482279,1.233645
0.9512,0.519,2.3063467,1.986287
0.29208437,0.346,1.0003343,1.0001013
0.6140031,0.55,1.295234,1.1610591
0.6807219,0.334,2.395364,1.957699
0.20119688,0.052,0.9992631,0.99950624
0.15576562,0.437,1.000402,0.9999852
0.37029374,0.64,1.0000157,1.00007
0.007815625,0.27,1.0003133,1.0009091
0.85108125,0.949,1.0913717,1.0602845
0.6305406,0.969,1.0018651,1.0013505
0.481925,0.685,1.0036666,1.0015743
0.40280625,0.871,0.9998134,0.9999019
0.57179374,0.336,1.9973449,1.5918162
0.48995626,0.698,1.0037754,1.0016153
0.40895626,0.723,0.99989694,0.999964
0.00336875,0.522,0.99946004,0.9995544
0.50077814,0.018,3.8740876,2.5494597
0.5207094,0.27,2.1704366,1.6621128
0.7142031,0.101,3.5886552,2.9763834
0.4972125,0.71,1.0038451,1.0016427
0.027628126,0.01,0.9999655,0.9992324
0.29824376,0.61,0.9999338,0.99972224
0.26807812,0.883,0.9998887,0.9998598
0.28885314,0.706,0.9998407,0.9996958
0.6929656,0.559,1.479391,1.2873802
0.93027186,0.304,3.0911086,2.7179427
0.4204125,0.591,1.0019214,1.0010551
0.48744375,0.863,1.0002987,0.99978757
0.54485,0.158,3.0079925,2.2631915
0.1666625,0.706,0.99965745,0.9997816
0.17904063,0.786,0.9996616,0.9999118
0.10385312,0.086,0.99961346,0.99993014
0.21855937,0.528,0.99999577,0.9997542
0.5506469,0.427,1.4812732,1.2575643
0.60587186,0.353,2.0398219,1.6426439
0.31939688,0.8,0.99992496,0.9997822
0.279325,0.47,1.000107,1.0000007
0.78466564,0.565,1.7090071,1.4648032
0.85775,0.683,1.5261731,1.3426471
0.0115375,0.269,1.0003198,1.000881
0.33990937,0.841,0.9999222,0.99981713
0.7955656,0.604,1.6089448,1.3937075
0.71485937,0.179,3.2472508,2.7089026
0.95164686,0.353,2.9454482,2.5824249
0.85142815,0.538,1.9859465,1.692838
0.45525312,0.123,2.9963448,2.0292656
0.78027815,0.895,1.070289,1.039963
0.6475469,0.306,2.4378366,1.9684967
0.5392,0.121,3.2366054,2.400465
0.42151874,0.17,2.4199727,1.6432469
0.90308124,0.644,1.7458049,1.5132073
0.00325625,0.191,1.0002103,1.0009272
0.6600469,0.726,1.0929536,1.0488021
0.7758875,0.284,2.8860106,2.4401512
0.4719375,0.539,1.0419298,1.0184987
0.799325,0.388,2.4723203,2.083589
0.4013625,0.672,0.9998849,1.0000651
0.17793438,0.797,0.9996708,0.9999285
0.22386874,0.246,1.0002291,1.0003228
0.43055937,0.34,1.3190624,1.1366069
0.7287969,0.679,1.2646171,1.1534114
0.81352186,0.773,1.2432144,1.1454829
0.5980125,0.466,1.5025169,1.2829838
0.63979375,0.468,1.6343545,1.3785841
0.88545,0.329,2.9166853,2.5278783
0.45114374,0.02,3.8375127,2.3387592
0.10520312,0.123,0.99974984,1.0000379
0.19299063,0.819,0.9996845,0.99994636
0.6168187,0.462,1.5807574,1.3371854
0.5461063,0.126,3.218912,2.4058738
0.82345,0.653,1.5310457,1.3417928
0.6748437,0.902,1.0158101,1.0078158
0.2301,0.751,0.9996788,0.99980426
0.17919375,0.427,1.0003945,1.0000415
0.7631094,0.185,3.2961025,2.8026743
0.6463063,0.622,1.2131408,1.116306
0.78910315,0.404,2.373924,1.9947877
0.3321719,0.853,0.9999259,0.9998094
0.31515938,0.235,1.079458,1.021177
0.64439064,0.308,2.4168882,1.9496765
0.1353375,0.568,0.99986655,0.9996691
0.1566125,0.767,0.9996732,0.99988675
0.60745,0.849,1.0085808,1.0038791
0.14606562,0.022,1.0004287,1.0004442
0.20520625,0.823,0.9996943,0.9999361
0.011528125,0.616,0.99946946,0.99939895
0.78353435,0.303,2.817018,2.382214
0.04205,0.681,0.9996446,0.9995687
0.013940625,0.81,1.0002142,0.9997487
0.5279844,0.9,1.0005016,0.99995065
0.451775,0.46,1.0907147,1.0393065
0.79060626,0.474,2.0748153,1.7481203
0.5086375,0.343,1.6822088,1.3565681
0.9462094,0.668,1.7706487,1.5392625
0.92372185,0.592,1.9707745,1.6956371
0.2335625,0.482,1.0000786,0.99989176
0.92855,0.209,3.4174128,3.0431926
0.35547188,0.449,1.0019745,1.0009534
0.15290312,0.15,0.9996795,1.0000055
0.8746281,0.873,1.1850328,1.1149546
0.68314373,0.949,1.0099299,1.0055195
0.6994906,0.486,1.7548512,1.4783527
0.17658438,0.894,0.9997756,1.0000229
0.2452125,0.855,0.9998012,0.9998934
0.04693125,0.87,1.0002571,0.99995303
0.8206469,0.341,2.73193,2.32469
0.61164373,0.884,1.0055282,1.002471
0.94715935,0.127,3.6762874,3.300004
0.89118123,0.986,1.1099459,1.0792302
0.012596875,0.82,1.0002621,0.9997692
0.14886563,0.805,0.9997185,0.9999466
0.94430625,0.782,1.4574729,1.3041872
0.35511562,0.57,1.0000544,1.000132
0.40695,0.793,0.9999092,0.9999008
0.9491906,0.87,1.293845,1.1945959
0.32127813,0.475,1.0001346,1.0001038
0.9300187,0.918,1.2006059,1.135102
0.030290624,0.008,0.99999696,0.9992571
0.24432187,0.962,0.9999245,0.9998987
0.52243125,0.226,2.4720485,1.8604767
0.777775,0.298,2.8267682,2.387564
0.9545219,0.465,2.5214875,2.1804187
0.4119375,0.909,0.9997665,0.9999267
0.92485,0.119,3.6846256,3.2894886
0.1394,0.54,0.99997026,0.999702
0.75909376,0.955,1.031866,1.0195069
0.3120375,0.365,1.0007274,1.0001767
0.86441565,0.404,2.5631816,2.1898544
0.14339375,0.772,0.99969786,0.9998927
0.42711875,0.53,1.0124589,1.0052961
0.91029686,0.578,1.9878738,1.7070065
0.052865624,0.463,0.9997613,0.9998777
0.8266,0.266,3.0634587,2.6372707
0.03314375,0.638,0.9995273,0.99949193
0.52542186,0.856,1.0008608,1.0000347
0.5758344,0.533,1.2400436,1.1250253
0.7170906,0.367,2.341791,1.9350679
0.42952812,0.999,0.99970657,1.0000288
0.64322186,0.836,1.0210631,1.0101418
0.7031281,0.12,3.495599,2.8931925
0.64991564,0.119,3.4342449,2.762559
0.008240625,0.691,0.9997006,0.9994428
0.9187437,0.377,2.7911093,2.421185
0.7620594,0.5,1.8870149,1.5930326
0.5043906,0.298,1.9162236,1.4900706
0.0360625,0.751,0.99989647,0.9996834
0.00021875,0.57,0.9994264,0.9993992
0.35415313,0.461,1.001199,1.0006511
0.7476125,0.665,1.3316765,1.1975392
0.82952815,0.974,1.0645516,1.0439396
0.72396874,0.906,1.0322226,1.0172015
0.73537815,0.213,3.1275094,2.626094
0.011678125,0.459,0.9996329,0.99986935
0.0609125,0.02,0.9999705,0.99957776
0.0365875,0.769,0.99996525,0.99972606
0.3694375,0.612,1.0000087,1.0001217
0.460275,0.088,3.3010538,2.1985633
0.070425,0.245,1.0005224,1.0005419
0.19600312,0.495,1.0001501,0.99982715
0.93925,0.197,3.4665697,3.0980778
0.63870937,0.113,3.4491997,2.752682
0.27518126,0.56,0.99991745,0.99972916
0.19041875,0.826,0.9996918,0.99995685
0.71715,0.115,3.5324981,2.9410932
0.1453125,0.839,0.9997664,0.99999285
0.40737188,0.217,1.9095227,1.3801972
0.92938125,0.38,2.8004782,2.4339397
0.6941469,0.919,1.0177054,1.0091922
0.091675,0.278,1.0005645,1.0004518
0.5793844,0.431,1.5713855,1.3202739
0.72006875,0.429,2.0609481,1.7130883
0.63714373,0.348,2.1796398,1.7632399
0.0318375,0.311,1.0003011,1.0006292
0.9546,0.756,1.5401398,1.3653885
0.55750626,0.228,2.5917795,1.9920726
0.4196281,0.222,1.9562428,1.4187863
0.5312125,0.66,1.0248973,1.011812
0.7499156,0.711,1.24361,1.1417017
0.77176875,0.0,4.0001383,3.2411234
0.6641,0.446,1.8054696,1.5034664
0.7491406,0.068,3.7456748,3.1280904
0.8920625,0.848,1.2431601,1.1529231
0.17034063,0.545,0.999999,0.9997096
0.6156531,0.739,1.0433078,1.0217333
0.2412375,0.479,1.0000689,0.999908
0.8451281,0.375,2.6410968,2.2529056
0.1543375,0.381,1.0005338,1.0001812
0.68505,0.989,1.0070782,1.0045729
0.2903125,0.004,3.912186,1.3362386
0.22655937,0.175,0.99995595,1.0001004
0.28968439,0.302,1.0005007,1.0000893
0.17868125,0.306,1.0003009,1.0003526
0.071865626,0.888,1.0001539,1.0000074
0.8420375,0.647,1.5918719,1.3882618
0.43836874,0.096,3.1746688,2.059613
0.04529375,0.693,0.9996802,0.9995978
0.0168875,0.457,0.99964446,0.9998846
0.36399376,0.654,1.0000454,1.0000198
0.04005625,0.777,0.9999843,0.9997544
0.7831031,0.748,1.2358173,1.1388266
0.65998435,0.743,1.0781095,1.0406684
0.42040938,0.542,1.0071591,1.0031654
0.79715,0.653,1.4703586,1.2957677
0.049371876,0.029,1.0000523,0.9994831
0.15223125,0.818,0.99972576,0.9999659
0.40495938,0.39,1.0900565,1.0357814
0.9583344,0.666,1.8046432,1.5679095
0.7549344,0.15,3.430022,2.9097812
0.23055312,0.558,0.99989766,0.9997008
0.32461876,0.562,1.0000811,0.99995637
0.7513969,0.043,3.8402088,3.175412
0.33819687,0.289,1.0656796,1.0208474
0.47884062,0.027,3.7990556,2.4504738
0.38039687,0.009,3.9056995,1.9773523
0.8224125,0.208,3.289013,2.8479207
0.69869685,0.962,1.0115738,1.006803
0.16296875,0.901,0.99980134,1.0000367
0.75093436,0.521,1.773685,1.5052359
0.5787031,0.243,2.5714235,2.0044
0.21645,0.9,0.9997981,0.9999676
0.58193123,0.725,1.0283353,1.0139325
0.371425,0.493,1.0015486,1.0009056
0.6656344,0.465,1.7312804,1.4519835
0.59151876,0.293,2.3182602,1.832005
0.040090624,0.83,1.000175,0.9998684
0.72209686,0.299,2.6883416,2.2290328
0.94409686,0.347,2.9545727,2.5885975
0.3097031,0.392,1.0003064,1.0001044
0.55263126,0.084,3.4934943,2.5853999
0.058978125,0.135,1.0001397,1.0001936
0.94862187,0.75,1.5432233,1.3667998
0.59659064,0.137,3.253355,2.5365183
0.034296874,0.893,1.0003895,0.9999702
0.12338125,0.056,0.9996714,1.0000281
0.35073438,0.556,1.00007,1.0001339
0.6093594,0.717,1.0510559,1.0256845
0.5397437,0.364,1.7148881,1.3922553
0.41516563,0.014,3.8715608,2.1683197
0.77585936,0.26,2.9934947,2.5383275
0.20465937,0.956,0.99984795,0.9999826
0.2617531,0.716,0.99975055,0.99971414
0.36713436,0.804,0.99992436,0.9998714
0.5990844,0.038,3.7979357,2.843282
0.84635,0.491,2.1568959,1.8314488
0.29295,0.243,1.0085415,1.0022681
0.17790624,0.341,1.0004166,1.0003114
0.2137,0.507,1.0000671,0.9998033
0.13340938,0.616,0.9997465,0.9996624
0.43330312,0.309,1.4730679,1.2071857
0.48399064,0.843,1.000303,0.999776
0.39907813,0.583,1.0004811,1.0005007
0.7981656,0.739,1.2774004,1.1663917
0.48547187,0.325,1.6655221,1.3338255
0.85538435,0.8,1.264557,1.1625243
0.8008969,0.164,3.42996,2.9582725
0.28100625,0.477,1.0000945,0.99998116
0.50438124,0.146,2.975423,2.1520567
0.10974687,0.709,0.9996914,0.9997542
0.48172188,0.942,1.0000017,0.9999261
0.8786719,0.854,1.2154567,1.1339157
0.5583094,0.727,1.0165759,1.0079876
0.5923344,0.309,2.2293696,1.7683656
0.5798156,0.884,1.0024022,1.0009553
0.77404374,0.249,3.0386577,2.5784092
0.022275,0.901,1.0004835,0.999964
0.69170624,0.904,1.0204595,1.0103894
0.60630625,0.698,1.0610688,1.0308043
0.53410935,0.937,1.0002317,0.99997544
0.3535375,0.17,1.8693862,1.2768049
0.48611876,0.993,0.99990064,1.0000091
0.01961875,0.81,1.0001907,0.99976826
0.3701,0.469,1.0029968,1.0014695
0.81191874,0.746,1.2885101,1.1746056
0.3407969,0.665,1.0000452,0.9998791
0.023315625,0.349,1.0001326,1.0004919
0.07898437,0.779,0.99986976,0.9998419
0.24120624,0.902,0.9998484,0.9999175
0.92626876,0.234,3.3323336,2.9572022
0.8515875,0.708,1.4483287,1.2865415
0.49371874,0.722,1.0026102,1.0010473
0.5339125,0.606,1.058082,1.0276754
0.118690625,0.601,0.9997398,0.99964786
0.31385,0.176,1.3414569,1.0790343
0.18331562,0.999,0.99986786,0.99999595
0.7559031,0.038,3.8601248,3.1899574
0.89452815,0.906,1.1706944,1.110151
0.8433969,0.889,1.1313204,1.0796365
0.460525,0.732,1.0002904,1.0000038
0.5117375,0.886,1.0004444,0.9998671
0.74324685,0.525,1.7366555,1.4762754
0.2545875,0.84,0.99980754,0.9998648
0.93544376,0.166,3.5570776,3.1833122
0.094946876,0.13,0.9998825,1.0000818
0.03821875,0.796,1.0000626,0.9997914
0.05576875,0.711,0.99972767,0.99965954
0.019340625,0.011,0.99976176,0.9991574
0.3316125,0.136,2.0021956,1.2676615
0.04318125,0.822,1.0001342,0.99985933
0.62617815,0.527,1.3900287,1.2195612
0.09384687,0.0,0.9996398,0.99979365
0.62880313,0.568,1.2883155,1.1587471
0.2503656,0.609,0.9997998,0.99965453
0.29745936,0.539,1.0000241,0.9998547
0.62446874,0.531,1.3736438,1.2093041
0.27229062,0.764,0.99979645,0.99976015
0.29925,0.997,1.000011,0.9997997
0.27035937,0.079,1.482527,1.051043
0.7746969,0.442,2.1659586,1.8164815
0.8901219,0.705,1.5379014,1.3551917
0.69598436,0.45,1.8924347,1.5770793
0.8170781,0.131,3.567169,3.0922577
0.022171875,0.078,1.0000645,0.9996673
0.56070626,0.84,1.0029545,1.00113
0.38190624,0.774,0.9999462,0.9999143
0.12087812,0.43,1.0003417,1.0000031
0.38592812,0.157,2.3035147,1.5053942
0.6105594,0.299,2.3524227,1.8735118
0.06888125,0.292,1.0005145,1.0005283
0.46484375,0.294,1.7342774,1.3564321
0.19255938,0.93,0.9998124,1.0000086
0.73805624,0.872,1.0548449,1.0293505
0.37745938,0.091,2.9842,1.736273
0.15247187,0.31,1.0004654,1.0003293
0.19501875,0.453,1.0002785,0.99996305
0.15613125,0.023,1.0006883,1.0005933
0.2312125,0.633,0.9997476,0.9996662
0.7349875,0.05,3.8074112,3.1348345
