t,x,tf,ts
0.68219376,0.386,2.1312652,1.7502269
0.30955625,0.546,1.000239,1.0001528
0.46715313,0.279,1.8239287,1.4040755
0.4945906,0.971,1.0003598,1.000229
0.22500312,0.913,1.0002204,0.99997956
0.03591875,0.811,0.9997308,1.0000895
0.48319688,0.196,2.5077872,1.8141295
0.6902437,0.695,1.1656637,1.0916268
0.44315624,0.02,3.8316884,2.289504
0.3841,0.708,1.0002096,1.000077
0.44604063,0.139,2.810677,1.8976178
0.12538438,0.589,0.9999077,1.0000129
0.74691874,0.103,3.6072006,3.0336556
0.26675624,0.447,1.0003763,1.0002666
0.41478124,0.298,1.4054595,1.1675677
0.7092094,0.138,3.4199643,2.840465
0.6320094,0.392,1.9290553,1.5774134
0.1558,0.01,1.0007455,1.0003474
0.71251565,0.504,1.7161468,1.4536792
0.09795625,0.945,0.9998801,0.9999408
0.11436875,0.223,0.9998659,1.000155
0.31944376,0.983,1.000346,1.0000355
0.47967812,0.585,1.0221578,1.0101652
0.89074063,0.713,1.5124594,1.3364707
0.6482281,0.286,2.539145,2.0472634
0.34482813,0.663,1.000197,1.0000559
0.94904375,0.381,2.8290572,2.4666495
0.10993125,0.32,0.999834,1.0001142
0.8248625,0.017,3.9447708,3.3126197
0.94948125,0.869,1.2915704,1.1929609
0.546725,0.948,0.9999987,1.0000892
0.7048,0.698,1.184164,1.1032654
0.22241563,0.005,1.0102026,1.0008096
0.16214688,0.379,1.0000622,1.0000525
0.79780936,0.771,1.2175989,1.1285621
0.27048126,0.949,1.0002942,1.000008
0.66192186,0.372,2.1323326,1.7408094
0.87855935,0.125,3.6339784,3.2050052
0.88411564,0.499,2.2147436,1.8889512
0.30265313,0.238,1.0281576,1.0079607
0.15735,0.591,1.0000253,1.0000097
0.23801562,0.281,1.0003859,1.0002332
0.82769686,0.41,2.441401,2.0665216
0.16788438,0.301,1.000115,1.0000675
0.6796687,0.9,1.0172985,1.0086582
0.66630936,0.251,2.7798452,2.2591095
0.55574685,0.855,1.0022006,1.0011181
0.031365626,0.416,0.999616,1.0002521
0.9491,0.969,1.1740072,1.1278106
0.10648125,0.952,0.9999012,0.99992716
0.46907812,0.25,2.0318985,1.5186886
0.6698125,0.427,1.8980325,1.5712092
0.9013375,0.717,1.5245353,1.3465034
0.74015,0.84,1.0744169,1.0402055
0.22305937,0.232,1.0004067,1.000204
0.39756563,0.062,3.371562,1.950396
0.1452,0.496,0.9999758,1.0000261
0.297875,0.627,1.0003734,1.0002335
0.7816188,0.334,2.6650953,2.2433038
0.3408125,0.64,1.0001781,1.0000541
0.102390625,0.09,0.99996257,1.0003817
0.108625,0.754,0.99987876,0.9999846
0.85420626,0.612,1.7237974,1.4875118
0.38711563,0.635,1.0001063,1.0002078
0.29645938,0.951,1.0003285,1.000038
0.16205625,0.949,1.00005,0.9999061
0.39565313,0.828,1.0003242,1.0000548
0.40058124,0.301,1.3111356,1.1226255
0.171225,0.344,1.0001178,1.0000659
0.22836563,0.282,1.0003948,1.0002141
0.81301564,0.163,3.4442062,2.980098
0.49112812,0.95,1.0004013,1.0002407
0.47385937,0.28,1.854866,1.4267521
0.3158219,0.39,1.0002203,1.0001574
0.58980936,0.364,1.9091164,1.5422059
0.123315625,0.565,0.99989873,1.000021
0.87333125,0.542,2.0204585,1.7245865
0.51624376,0.612,1.0357406,1.0166638
0.067865625,0.639,0.9997601,1.0000818
0.45482188,0.946,1.0005144,1.0002121
0.480125,0.791,1.0009489,1.0008339
0.7423375,0.417,2.1744208,1.8102702
0.6534375,0.933,1.0064912,1.0033612
0.8969531,0.668,1.6514453,1.4395742
0.36150625,0.029,3.655764,1.8177185
0.68282187,0.772,1.0744865,1.039441
0.24235937,0.536,1.0003612,1.0002159
0.7216719,0.832,1.0653206,1.0347291
0.3302844,0.812,1.000376,1.0001519
0.43728438,0.381,1.2002354,1.0862502
0.7785,0.095,3.662434,3.1153746
0.91590625,0.11,3.7027445,3.2942185
0.57039374,0.385,1.7278659,1.4140888
0.11818125,0.368,0.99986684,1.0000815
0.15195,0.613,1.000004,1.0000013
0.2038375,0.458,1.0002501,1.0001253
0.006190625,0.528,0.9996046,1.000245
0.24265938,0.481,1.0003756,1.0002326
0.22856562,0.248,1.0003996,1.0002155
0.41698125,0.829,1.0004218,1.00015
0.08230625,0.872,0.999833,0.9999883
0.79638124,0.016,3.9450278,3.2711105
0.6008437,0.803,1.0143236,1.0069412
0.03535625,0.923,0.9997495,1.0000598
0.26955312,0.007,3.6933818,1.1499974
0.5889469,0.935,1.0007222,1.0004498
0.94184065,0.943,1.1855739,1.1305224
0.41260624,0.256,1.6347009,1.2641013
0.32603437,0.927,1.0003667,1.0000873
0.24877812,0.286,1.000334,1.000236
0.2745,0.016,3.4703698,1.1817032
0.58465314,0.71,1.035578,1.0176355
0.6987187,0.058,3.7559638,3.0422544
0.8776906,0.63,1.7232,1.4909201
0.39635313,0.852,1.000335,1.0000535
0.5345156,0.199,2.6915865,2.0222251
0.113890626,0.096,1.0000107,1.0003148
0.20724687,0.321,1.000315,1.0001504
0.7149125,0.723,1.1634094,1.0914578
0.7131094,0.981,1.0129751,1.0081922
0.7074906,0.392,2.183731,1.8028346
0.5959844,0.843,1.0073597,1.0034329
0.7468031,0.915,1.0387086,1.0214741
0.13539375,0.102,1.0001361,1.0002139
0.8837562,0.925,1.1369559,1.0895494
0.24771562,0.627,1.0003488,1.0001912
0.8973125,0.699,1.5638739,1.3746411
0.596575,0.007,3.9624834,2.860099
0.7616094,0.861,1.0769985,1.0423502
0.26402813,0.696,1.0003599,1.0001861
0.8199844,0.363,2.6276546,2.2284286
0.9523906,0.884,1.2724054,1.1818017
0.73768437,0.431,2.0973184,1.7473243
0.9394031,0.83,1.3437572,1.2249291
0.9441625,0.857,1.303242,1.1992952
0.6187062,0.892,1.0057172,1.0026474
0.20225,0.625,1.0002061,1.0000788
0.055825,0.886,0.9997805,1.0000317
0.24576876,0.628,1.0003443,1.0001862
0.60727185,0.25,2.6139598,2.0659084
0.03181875,0.075,0.9996543,1.000655
0.15582187,0.361,1.0000339,1.0000522
0.7082281,0.437,1.9790429,1.6453768
0.58449376,0.526,1.2717292,1.1433357
0.6236219,0.97,1.0011953,1.0008793
0.7959344,0.531,1.855343,1.5763757
0.6004375,0.173,3.047513,2.387643
0.80602187,0.131,3.5544424,3.0671763
0.083221875,0.978,0.99985176,0.9999527
0.5127406,0.855,1.0009184,1.0006242
0.15208125,0.591,1.0000045,1.0000066
0.06951875,0.56,0.9997475,1.000104
0.020328125,0.935,0.9997259,1.0000848
0.03880625,0.977,0.9997639,1.0000374
0.6475594,0.001,3.9961414,2.9917853
0.92885,0.131,3.6513333,3.2622418
0.334725,0.152,1.8031473,1.220244
0.9512,0.519,2.2990851,1.9790978
0.29208437,0.346,1.0000029,1.0000839
0.6140031,0.55,1.2885205,1.156713
0.6807219,0.334,2.3863592,1.9491819
0.20119688,0.052,1.0008774,1.0003693
0.15576562,0.437,1.0000236,1.0000395
0.37029374,0.64,1.0000955,1.000051
0.007815625,0.27,0.99946666,1.0005122
0.85108125,0.949,1.089485,1.0590959
0.6305406,0.969,1.0016756,1.001143
0.481925,0.685,1.0036935,1.0022956
0.40280625,0.871,1.000354,1.0000613
0.57179374,0.336,1.9850423,1.5822052
0.48995626,0.698,1.0038639,1.0023562
0.40895626,0.723,1.0003071,1.0002856
0.00336875,0.522,0.9995974,1.000255
0.50077814,0.018,3.8729153,2.539029
0.5207094,0.27,2.1567817,1.6508038
0.7142031,0.101,3.5860682,2.9702575
0.4972125,0.71,1.0039957,1.0023938
0.027628126,0.01,0.99978805,1.0003687
0.29824376,0.61,1.0003656,1.0002329
0.26807812,0.883,1.0003114,1.0000596
0.28885314,0.706,1.0003824,1.0002108
0.6929656,0.559,1.4713748,1.2819
0.93027186,0.304,3.085812,2.7112384
0.4204125,0.591,1.0020323,1.0012947
0.48744375,0.863,1.0006388,1.0004597
0.54485,0.158,2.9999123,2.251488
0.1666625,0.706,1.0000612,0.99999005
0.17904063,0.786,1.000104,0.99998045
0.10385312,0.086,0.9999839,1.0003816
0.21855937,0.528,1.0002916,1.000153
0.5506469,0.427,1.4706118,1.2508432
0.60587186,0.353,2.0283804,1.6334695
0.31939688,0.8,1.0003798,1.0001646
0.279325,0.47,1.0003438,1.000251
0.78466564,0.565,1.7014765,1.4585612
0.85775,0.683,1.5200859,1.3379296
0.0115375,0.269,0.99947864,1.0004958
0.33990937,0.841,1.0003748,1.0001323
0.7955656,0.604,1.6017746,1.3880197
0.71485937,0.179,3.2425299,2.7022214
0.95164686,0.353,2.9399972,2.5755503
0.85142815,0.538,1.9787197,1.6858318
0.45525312,0.123,2.9855447,2.0159945
0.78027815,0.895,1.0687371,1.0389489
0.6475469,0.306,2.42834,1.959301
0.5392,0.121,3.2301779,2.3890417
0.42151874,0.17,2.4007335,1.6288352
0.90308124,0.644,1.7393943,1.507433
0.00325625,0.191,0.9993813,1.0007252
0.6600469,0.726,1.0899152,1.047572
0.7758875,0.284,2.8799233,2.4333043
0.4719375,0.539,1.0394983,1.0176395
0.799325,0.388,2.4652863,2.0761018
0.4013625,0.672,1.0001924,1.0003067
0.17793438,0.797,1.0000994,0.99997526
0.22386874,0.246,1.000402,1.0002042
0.43055937,0.34,1.3052828,1.1307017
0.7287969,0.679,1.2590638,1.1502787
0.81352186,0.773,1.2389394,1.1430513
0.5980125,0.466,1.4929714,1.2766577
0.63979375,0.468,1.6246222,1.3717548
0.88545,0.329,2.9108372,2.5207992
0.45114374,0.02,3.8359995,2.3270433
0.10520312,0.123,0.9998999,1.000309
0.19299063,0.819,1.0001479,0.9999869
0.6168187,0.462,1.5709354,1.3304856
0.5461063,0.126,3.2124314,2.3945684
0.82345,0.653,1.5244977,1.3368064
0.6748437,0.902,1.0155289,1.0077351
0.2301,0.751,1.0002714,1.0000867
0.17919375,0.427,1.000138,1.0000685
0.7631094,0.185,3.291758,2.7966673
0.6463063,0.622,1.2078923,1.1131998
0.78910315,0.404,2.3665724,1.987256
0.3321719,0.853,1.0003785,1.0001341
0.31515938,0.235,1.0758543,1.0210117
0.64439064,0.308,2.4072442,1.940426
0.1353375,0.568,0.99994063,1.0000119
0.1566125,0.767,1.0000267,0.9999645
0.60745,0.849,1.0087136,1.0040613
0.14606562,0.022,1.0005994,1.000334
0.20520625,0.823,1.0001847,1.0000033
0.011528125,0.616,0.99964267,1.0001931
0.78353435,0.303,2.81076,2.3752322
0.04205,0.681,0.9997152,1.0001149
0.013940625,0.81,0.99969256,1.0001286
0.5279844,0.9,1.0005252,1.0003483
0.451775,0.46,1.0857576,1.0374197
0.79060626,0.474,2.0670755,1.7408476
0.5086375,0.343,1.6682026,1.3475951
0.9462094,0.668,1.7642683,1.5337598
0.92372185,0.592,1.9636062,1.6889948
0.2335625,0.482,1.0003538,1.0002085
0.92855,0.209,3.4136949,3.0378532
0.35547188,0.449,1.0017943,1.0005574
0.15290312,0.15,1.0001554,1.0001172
0.8746281,0.873,1.1818072,1.112887
0.68314373,0.949,1.0098171,1.0054969
0.6994906,0.486,1.7457772,1.471434
0.17658438,0.894,1.0000925,0.9999368
0.2452125,0.855,1.0002786,1.0000474
0.04693125,0.87,0.9997614,1.000053
0.8206469,0.341,2.725616,2.317506
0.61164373,0.884,1.0055305,1.002542
0.94715935,0.127,3.6744237,3.296241
0.89118123,0.986,1.1077856,1.0779587
0.012596875,0.82,0.99969226,1.0001284
0.14886563,0.805,1.0000033,0.99995005
0.94430625,0.782,1.4522835,1.3002766
0.35511562,0.57,1.0,1.000018
0.40695,0.793,1.0003653,1.0001317
0.9491906,0.87,1.289512,1.1916151
0.32127813,0.475,0.99997014,1.0000001
0.9300187,0.918,1.1969899,1.1328208
0.030290624,0.008,0.9998587,1.0003668
0.24432187,0.962,1.0002475,0.9999666
0.52243125,0.226,2.4598513,1.8484529
0.777775,0.298,2.82051,2.380591
0.9545219,0.465,2.514948,2.1732283
0.4119375,0.909,1.0003814,1.0000731
0.92485,0.119,3.6827245,3.2856102
0.1394,0.54,0.99995404,1.000017
0.75909376,0.955,1.0313106,1.0191535
0.3120375,0.365,1.0004914,1.0002806
0.86441565,0.404,2.5566301,2.1822956
0.14339375,0.772,0.999983,0.9999585
0.42711875,0.53,1.011311,1.0050129
0.91029686,0.578,1.9806949,1.7001942
0.052865624,0.463,0.9996839,1.0001748
0.8266,0.266,3.0579906,2.6308148
0.03314375,0.638,0.9996882,1.0001445
0.52542186,0.856,1.0011092,1.0006979
0.5758344,0.533,1.2336276,1.1210194
0.7170906,0.367,2.333314,1.9271009
0.42952812,0.999,1.000411,1.0001084
0.64322186,0.836,1.0207357,1.010111
0.7031281,0.12,3.4923744,2.886703
0.64991564,0.119,3.430344,2.754763
0.008240625,0.691,0.99965656,1.000173
0.9187437,0.377,2.7851348,2.413878
0.7620594,0.5,1.8789104,1.5860903
0.5043906,0.298,1.9014899,1.4795634
0.0360625,0.751,0.999719,1.0001054
0.00021875,0.57,0.9996082,1.0002366
0.35415313,0.461,1.0009904,1.0003288
0.7476125,0.665,1.3254889,1.1938065
0.82952815,0.974,1.0633624,1.0431112
0.72396874,0.906,1.0314965,1.0167944
0.73537815,0.213,3.12223,2.619488
0.011678125,0.459,0.99958926,1.000274
0.0609125,0.02,1.0002835,1.0004652
0.0365875,0.769,0.9997234,1.0000993
0.3694375,0.612,1.0000548,1.0000719
0.460275,0.088,3.2938747,2.1859868
0.070425,0.245,0.99967575,1.0002836
0.19600312,0.495,1.000205,1.0000967
0.93925,0.197,3.4632268,3.093057
0.63870937,0.113,3.4453259,2.7446196
0.27518126,0.56,1.0003885,1.0002594
0.19041875,0.826,1.0001395,0.9999804
0.71715,0.115,3.5295544,2.9349115
0.1453125,0.839,0.99999446,0.9999394
0.40737188,0.217,1.8865652,1.3674945
0.92938125,0.38,2.7945747,2.4266934
0.6941469,0.919,1.0173678,1.0090694
0.091675,0.278,0.99976176,1.0001831
0.5793844,0.431,1.5607938,1.3132452
0.72006875,0.429,2.0520508,1.705481
0.63714373,0.348,2.169095,1.7542129
0.0318375,0.311,0.99956983,1.0003462
0.9546,0.756,1.5347375,1.3610281
0.55750626,0.228,2.5812545,1.9806209
0.4196281,0.222,1.9348379,1.4060432
0.5312125,0.66,1.0241487,1.0115561
0.7499156,0.711,1.2385398,1.1389636
0.77176875,0.0,3.999867,3.236547
0.6641,0.446,1.795581,1.4960386
0.7491406,0.068,3.7441072,3.12284
0.8920625,0.848,1.2393597,1.1504594
0.17034063,0.545,1.0000811,1.0000334
0.6156531,0.739,1.0420358,1.0212444
0.2412375,0.479,1.0003731,1.0002297
0.8451281,0.375,2.6346674,2.2454958
0.1543375,0.381,1.0000232,1.0000488
0.68505,0.989,1.007165,1.0045869
0.2903125,0.004,3.907909,1.3239437
0.22655937,0.175,1.0004131,1.0002259
0.28968439,0.302,1.0003421,1.000242
0.17868125,0.306,1.0001726,1.0000807
0.071865626,0.888,0.9998134,1.0000018
0.8420375,0.647,1.5853871,1.382975
0.43836874,0.096,3.165133,2.0462599
0.04529375,0.693,0.9997243,1.0001056
0.0168875,0.457,0.99959934,1.0002617
0.36399376,0.654,1.0001147,1.000017
0.04005625,0.777,0.99973154,1.000091
0.7831031,0.748,1.2312604,1.1363574
0.65998435,0.743,1.0755072,1.0396701
0.42040938,0.542,1.0066086,1.0030324
0.79715,0.653,1.4636923,1.2910773
0.049371876,0.029,1.0000885,1.0004804
0.15223125,0.818,1.0000148,0.99994725
0.40495938,0.39,1.0844746,1.0339307
0.9583344,0.666,1.7981154,1.5624068
0.7549344,0.15,3.4264855,2.9039407
0.23055312,0.558,1.000324,1.0001771
0.32461876,0.562,1.0001364,1.0000651
0.7513969,0.043,3.8391695,3.1704078
0.33819687,0.289,1.0620453,1.0195905
0.47884062,0.027,3.7972484,2.4394217
0.38039687,0.009,3.9040995,1.9623886
0.8224125,0.208,3.2845612,2.8420975
0.69869685,0.962,1.0114954,1.0068115
0.16296875,0.901,1.0000516,0.9999248
0.75093436,0.521,1.7655151,1.4985808
0.5787031,0.243,2.5612307,1.9934574
0.21645,0.9,1.0002024,0.9999771
0.58193123,0.725,1.027763,1.0137349
0.371425,0.493,1.0014992,1.0005387
0.6656344,0.465,1.7216216,1.4448841
0.59151876,0.293,2.3071218,1.8217252
0.040090624,0.83,0.9997415,1.0000767
0.72209686,0.299,2.68112,2.2213583
0.94409686,0.347,2.9490652,2.5816689
0.3097031,0.392,1.0000314,1.0000721
0.55263126,0.084,3.4893217,2.5750813
0.058978125,0.135,0.99964917,1.0005205
0.94862187,0.75,1.5377827,1.3624076
0.59659064,0.137,3.247725,2.5267236
0.034296874,0.893,0.99974227,1.0000701
0.12338125,0.056,1.0002298,1.0003438
0.35073438,0.556,0.9999868,1.0000072
0.6093594,0.717,1.0494621,1.0249925
0.5397437,0.364,1.7021396,1.3836578
0.41516563,0.014,3.8701015,2.1552644
0.77585936,0.26,2.9877648,2.53173
0.20465937,0.956,1.000164,0.9999316
0.2617531,0.716,1.0003507,1.0001701
0.36713436,0.804,1.0003067,1.0000682
0.5990844,0.038,3.7963347,2.8351645
0.84635,0.491,2.14961,1.8240391
0.29295,0.243,1.0088559,1.0027562
0.17790624,0.341,1.0001546,1.0000762
0.2137,0.507,1.0002792,1.0001444
0.13340938,0.616,0.9999374,1.0000008
0.43330312,0.309,1.4559393,1.1989833
0.48399064,0.843,1.000708,1.000543
0.39907813,0.583,1.0006361,1.0005549
0.7981656,0.739,1.2724671,1.1635882
0.48547187,0.325,1.650247,1.3244816
0.85538435,0.8,1.2604139,1.1599847
0.8008969,0.164,3.4264045,2.9527822
0.28100625,0.477,1.0003419,1.0002487
0.50438124,0.146,2.9662566,2.1395695
0.10974687,0.709,0.9998752,0.9999959
0.48172188,0.942,1.0004681,1.0002606
0.8786719,0.854,1.2119373,1.1316446
0.5583094,0.727,1.0164793,1.0081211
0.5923344,0.309,2.217945,1.7583168
0.5798156,0.884,1.0023818,1.0011251
0.77404374,0.249,3.0330915,2.5719116
0.022275,0.901,0.9997232,1.0000902
0.69170624,0.904,1.0200415,1.0102266
0.60630625,0.698,1.0590879,1.0298759
0.53410935,0.937,1.0001458,1.0001467
0.3535375,0.17,1.8338205,1.263586
0.48611876,0.993,1.0004262,1.0002565
0.01961875,0.81,0.99970186,1.0001186
0.3701,0.469,1.003012,1.0009938
0.81191874,0.746,1.2836128,1.1717662
0.3407969,0.665,1.0002236,1.0000776
0.023315625,0.349,0.99956524,1.0003331
0.07898437,0.779,0.99981034,1.0000215
0.24120624,0.902,1.0002577,1.0000079
0.92626876,0.234,3.3280683,2.951411
0.8515875,0.708,1.442507,1.2824291
0.49371874,0.722,1.0029402,1.001925
0.5339125,0.606,1.0559489,1.0264462
0.118690625,0.601,0.9998877,1.0000157
0.31385,0.176,1.3110046,1.0735518
0.18331562,0.999,1.000107,0.99989355
0.7559031,0.038,3.8591866,3.1850507
0.89452815,0.906,1.1674981,1.1081772
0.8433969,0.889,1.1287338,1.0780131
0.460525,0.732,1.0009196,1.0009733
0.5117375,0.886,1.0006007,1.0004051
0.74324685,0.525,1.7284096,1.469709
0.2545875,0.84,1.0003016,1.0000726
0.93544376,0.166,3.5543613,3.1788175
0.094946876,0.13,0.99983335,1.000347
0.03821875,0.796,0.99973166,1.0000893
0.05576875,0.711,0.99974847,1.0000817
0.019340625,0.011,0.9995309,1.0003654
0.3316125,0.136,1.9541456,1.2531319
0.04318125,0.822,0.9997452,1.0000731
0.62617815,0.527,1.3821809,1.2143799
0.09384687,0.0,1.0007273,1.0004514
0.62880313,0.568,1.2818561,1.1545902
0.2503656,0.609,1.0003588,1.0002055
0.29745936,0.539,1.0003153,1.0002156
0.62446874,0.531,1.3659774,1.2042571
0.27229062,0.764,1.0003531,1.0001556
0.29925,0.997,1.000317,0.9999999
0.27035937,0.079,1.4820749,1.0503098
0.7746969,0.442,2.1580827,1.8090377
0.8901219,0.705,1.5321077,1.3505814
0.69598436,0.45,1.8830733,1.5696646
0.8170781,0.131,3.564498,3.087244
0.022171875,0.078,0.9995693,1.0006921
0.56070626,0.84,1.0032207,1.0015869
0.38190624,0.774,1.0002654,1.0000396
0.12087812,0.43,0.9998791,1.0000595
0.38592812,0.157,2.2782857,1.4902309
0.6105594,0.299,2.3418276,1.8635885
0.06888125,0.292,0.9996806,1.0002414
0.46484375,0.294,1.7173126,1.3461386
0.19255938,0.93,1.0001359,0.9999348
0.73805624,0.872,1.0534871,1.0286002
0.37745938,0.091,2.9660244,1.7201114
0.15247187,0.31,1.0000292,1.0000612
0.19501875,0.453,1.00021,1.0001014
0.15613125,0.023,1.0006714,1.0003235
0.2312125,0.633,1.0003052,1.0001489
0.7349875,0.05,3.806199,3.1295302
0.8376844,0.711,1.4065558,1.2561443
